,day_of_month,month_trend,is_business_day,settlement_mult,cashflow
2024-01-01,1,1.1051709180756477,True,3,165.3912310735462
2024-01-02,2,1.2214027581601699,True,1,68.02373287527827
2024-01-03,3,1.3498588075760032,True,1,75.59165957686803
2024-01-04,4,1.4918246976412703,True,1,76.1757998496717
2024-01-05,5,1.6487212707001282,True,1,81.3906079230615
2024-01-06,6,1.8221188003905089,False,0,0.0
2024-01-07,7,2.0137527074704766,False,0,0.0
2024-01-08,8,2.225540928492468,True,3,318.5811423755167
2024-01-09,9,2.45960311115695,True,1,124.09176745379115
2024-01-10,10,2.718281828459045,True,1,123.45771290798145
2024-01-11,11,3.0041660239464334,True,1,156.1796922266488
2024-01-12,12,3.3201169227365472,True,1,159.28229853571284
2024-01-13,13,3.6692966676192444,False,0,0.0
2024-01-14,14,4.0551999668446745,False,0,0.0
2024-01-15,15,4.4816890703380645,True,3,676.4228966283838
2024-01-16,16,4.953032424395115,True,1,249.9016434864669
2024-01-17,17,5.4739473917272,True,1,278.08289213885615
2024-01-18,18,6.0496474644129465,True,1,301.1688399016972
2024-01-19,19,6.6858944422792685,True,1,349.0356962307702
2024-01-20,20,7.38905609893065,False,0,0.0
2024-01-21,21,8.166169912567652,False,0,0.0
2024-01-22,22,9.025013499434122,True,3,1354.4457374268197
2024-01-23,23,9.974182454814718,True,1,505.4989258421722
2024-01-24,24,11.023176380641601,True,1,556.0780684822573
2024-01-25,25,12.182493960703473,True,1,608.1418414450756
2024-01-26,26,13.463738035001692,True,1,670.0911357467586
2024-01-27,27,14.879731724872837,False,0,4.036765006770105
2024-01-28,28,16.444646771097048,False,0,0.0
2024-01-29,29,18.17414536944306,True,3,2728.691413104363
2024-01-30,30,20.085536923187668,True,1,997.6747382147305
2024-01-31,31,22.197951281441636,True,1,1108.0115055204278
2024-02-01,1,1.1051709180756477,True,1,57.58183261870687
2024-02-02,2,1.2214027581601699,True,1,66.23495049626523
2024-02-03,3,1.3498588075760032,False,0,0.0
2024-02-04,4,1.4918246976412703,False,0,4.12108288179254
2024-02-05,5,1.6487212707001282,True,3,246.65349579621554
2024-02-06,6,1.8221188003905089,True,1,86.7549060049522
2024-02-07,7,2.0137527074704766,True,1,103.20103723406906
2024-02-08,8,2.225540928492468,True,1,107.85158998136767
2024-02-09,9,2.45960311115695,True,1,123.04013937778907
2024-02-10,10,2.718281828459045,False,0,0.0
2024-02-11,11,3.0041660239464334,False,0,0.0
2024-02-12,12,3.3201169227365472,True,3,507.90805735347215
2024-02-13,13,3.6692966676192444,True,1,193.24193977568984
2024-02-14,14,4.0551999668446745,True,1,202.02139186306601
2024-02-15,15,4.4816890703380645,True,1,219.2489445766198
2024-02-16,16,4.953032424395115,True,1,250.65346600261176
2024-02-17,17,5.4739473917272,False,0,0.0
2024-02-18,18,6.0496474644129465,False,0,0.0
2024-02-19,19,6.6858944422792685,True,3,1001.3947140093483
2024-02-20,20,7.38905609893065,True,1,371.14089090309244
2024-02-21,21,8.166169912567652,True,1,397.457302385247
2024-02-22,22,9.025013499434122,True,1,448.6273502686152
2024-02-23,23,9.974182454814718,True,1,500.13952311739394
2024-02-24,24,11.023176380641601,False,0,0.0
2024-02-25,25,12.182493960703473,False,0,0.0
2024-02-26,26,13.463738035001692,True,3,2026.5158183833905
2024-02-27,27,14.879731724872837,True,1,741.6469349822163
2024-02-28,28,16.444646771097048,True,1,815.2216552668126
2024-02-29,29,18.17414536944306,True,1,910.1042186398049
2024-03-01,1,1.1051709180756477,True,1,61.80973114161025
2024-03-02,2,1.2214027581601699,False,0,0.0
2024-03-03,3,1.3498588075760032,False,0,0.0
2024-03-04,4,1.4918246976412703,True,3,222.29185096045094
2024-03-05,5,1.6487212707001282,True,1,90.98804341024774
2024-03-06,6,1.8221188003905089,True,1,86.8011104524895
2024-03-07,7,2.0137527074704766,True,1,104.22726249222465
2024-03-08,8,2.225540928492468,True,1,111.73399293315084
2024-03-09,9,2.45960311115695,False,0,0.0
2024-03-10,10,2.718281828459045,False,0,4.487514342557539
2024-03-11,11,3.0041660239464334,True,3,447.55209108209993
2024-03-12,12,3.3201169227365472,True,1,165.50196393344257
2024-03-13,13,3.6692966676192444,True,1,180.01276825238432
2024-03-14,14,4.0551999668446745,True,1,211.8247858937526
2024-03-15,15,4.4816890703380645,True,1,228.69692516844597
2024-03-16,16,4.953032424395115,False,0,0.0
2024-03-17,17,5.4739473917272,False,0,8.682146928946006
2024-03-18,18,6.0496474644129465,True,3,902.5131654311816
2024-03-19,19,6.6858944422792685,True,1,324.000907621046
2024-03-20,20,7.38905609893065,True,1,370.2793642875705
2024-03-21,21,8.166169912567652,True,1,410.53127817722293
2024-03-22,22,9.025013499434122,True,1,458.05752768079645
2024-03-23,23,9.974182454814718,False,0,2.8615681961883594
2024-03-24,24,11.023176380641601,False,0,0.0
2024-03-25,25,12.182493960703473,True,3,1825.6484651801961
2024-03-26,26,13.463738035001692,True,1,663.0816762690645
2024-03-27,27,14.879731724872837,True,1,745.6851040266259
2024-03-28,28,16.444646771097048,True,1,814.0221738631141
2024-03-29,29,18.17414536944306,True,1,907.1146672618294
2024-03-30,30,20.085536923187668,False,0,0.0
